object,index,x,y,z,nx,ny,nz,H,K,k1,k2
Icosphere,0,0.0,0.0,-1.0,-1.4192215758157545e-06,5.256376223172765e-09,-1.0,2.2048854685806702,1.179513787907728,4.123740893476062,0.28603004368527873
Icosphere,1,0.7236073017120361,-0.5257253050804138,-0.44721952080726624,0.7236077189445496,-0.525726854801178,-0.44721707701683044,2.204883620035497,1.1795144852972927,4.123736739115627,0.28603050095536653
Icosphere,2,-0.276388019323349,-0.8506492376327515,-0.4472198486328125,-0.2763891816139221,-0.8506495952606201,-0.44721829891204834,2.2048836918933743,1.1795153765330701,4.123736661311376,0.28603072247537176
Icosphere,3,-0.8944262266159058,0.0,-0.44721561670303345,-0.8944264054298401,-5.256384216778542e-09,-0.44721513986587524,2.204884761398876,1.1795155536473614,4.123738913595341,0.2860306092024103
Icosphere,4,-0.276388019323349,0.8506492376327515,-0.4472198486328125,-0.2763891816139221,0.8506495952606201,-0.4472183585166931,2.2048836472421574,1.1795153453977052,4.123736573466096,0.2860307210182187
Icosphere,5,0.7236073017120361,0.5257253050804138,-0.44721952080726624,0.7236077189445496,0.5257269144058228,-0.4472171366214752,2.20488354278637,1.1795144746827129,4.123736575868232,0.28603050970450816
Icosphere,6,0.276388019323349,-0.8506492376327515,0.4472198486328125,0.2763891816139221,-0.8506495952606201,0.4472183585166931,2.204883704563781,1.179515225869113,4.123736727799742,0.2860306813278195
Icosphere,7,-0.7236073017120361,-0.5257253050804138,0.44721952080726624,-0.7236077189445496,-0.5257269144058228,0.4472171366214752,2.2048836699031664,1.1795144966191362,4.123736843334244,0.28603049647208834
Icosphere,8,-0.7236073017120361,0.5257253050804138,0.44721952080726624,-0.7236077189445496,0.525726854801178,0.4472171366214752,2.2048836791628665,1.1795145015726631,4.123736861943174,0.2860304963825593
Icosphere,9,0.276388019323349,0.8506492376327515,0.4472198486328125,0.2763891816139221,0.8506495952606201,0.4472183585166931,2.204883705523587,1.1795152453621303,4.123736724783085,0.28603068626408845
Icosphere,10,0.8944262266159058,0.0,0.44721561670303345,0.8944264054298401,2.628192108389271e-09,0.44721513986587524,2.204884788779818,1.1795155529397352,4.123738972623105,0.2860306049365309
Icosphere,11,0.0,0.0,1.0,1.442875259272114e-06,5.256376223172765e-09,1.0,2.2048854308798473,1.1795136301105762,4.123740853572144,0.2860300081875504
Icosphere,12,-0.16245555877685547,-0.49999526143074036,-0.8506544232368469,-0.16245698928833008,-0.4999963939189911,-0.8506535291671753,1.935719035739131,1.0450800591752156,3.5794733136491885,0.29196475782907316
Icosphere,13,0.42532268166542053,-0.30901139974594116,-0.8506541848182678,0.4253235459327698,-0.3090129792690277,-0.8506532311439514,1.9357215366756504,1.0450796500847486,3.579478884177158,0.2919641891741427
Icosphere,14,0.26286882162094116,-0.8090116381645203,-0.5257376432418823,0.2628689408302307,-0.8090130686759949,-0.5257353186607361,1.9357170535518204,1.0450792780158393,3.5794692348113624,0.2919648722922785
Icosphere,15,0.8506478667259216,0.0,-0.5257359147071838,0.850648820400238,-5.305857087023469e-09,-0.5257343053817749,1.9357166139702038,1.0450787139902387,3.579468449135729,0.2919647788046784
Icosphere,16,0.42532268166542053,0.30901139974594116,-0.8506541848182678,0.4253235161304474,0.3090130090713501,-0.8506532311439514,1.9357214477884384,1.0450796399374525,3.579478693701202,0.2919642018756743
Icosphere,17,-0.525729775428772,0.0,-0.8506516814231873,-0.5257295966148376,-1.0611715950403777e-08,-0.8506516814231873,1.9357216520825962,1.0450799707924605,3.579479037936395,0.29196426622879734
Icosphere,18,-0.6881893873214722,-0.49999693036079407,-0.5257362127304077,-0.6881895065307617,-0.4999988377094269,-0.5257342457771301,1.9357191011781676,1.04508123530232,3.5794730983942027,0.2919651039621325
Icosphere,19,-0.16245555877685547,0.49999526143074036,-0.8506544232368469,-0.1624569296836853,0.4999963343143463,-0.8506534695625305,1.935719085107492,1.0450800645596583,3.579473419516903,0.2919647506980805
Icosphere,20,-0.6881893873214722,0.49999693036079407,-0.5257362127304077,-0.6881894469261169,0.49999886751174927,-0.5257342457771301,1.9357189860062982,1.0450812391088464,3.5794728464356522,0.291965125576944
Icosphere,21,0.26286882162094116,0.8090116381645203,-0.5257376432418823,0.2628689706325531,0.8090130686759949,-0.5257353186607361,1.9357169853751093,1.0450792554969337,3.579469093198174,0.2919648775520447
Icosphere,22,0.9510578513145447,-0.30901262164115906,0.0,0.9510571360588074,-0.3090152442455292,-2.3876395971456077e-07,1.9357195737285262,1.0450810219939974,3.579474192314205,0.2919649551428476
Icosphere,23,0.9510578513145447,0.30901262164115906,0.0,0.9510571360588074,0.3090152144432068,-2.3345808131125523e-07,1.9357195388282824,1.0450810199492944,3.5794741169366704,0.29196496071989464
Icosphere,24,0.0,-0.9999999403953552,0.0,-5.305870853788974e-09,-1.0,5.305870853788974e-09,1.9357179230433381,1.0450806335986156,3.5794707158904253,0.2919651301962509
Icosphere,25,0.5877856016159058,-0.8090167045593262,0.0,0.5877860188484192,-0.8090164065361023,1.8570557358543738e-07,1.9357210168376262,1.045083608697572,3.5794765480311552,0.29196548564409697
Icosphere,26,-0.9510578513145447,-0.30901262164115906,0.0,-0.9510571360588074,-0.3090152144432068,2.3345808131125523e-07,1.9357196311847527,1.0450810278176288,3.579474315660635,0.29196494670887074
Icosphere,27,-0.5877856016159058,-0.8090167045593262,0.0,-0.5877860188484192,-0.8090164065361023,-2.016231945844993e-07,1.9357208732256888,1.0450836191153337,3.5794762321298927,0.29196551432148454
Icosphere,28,-0.5877856016159058,0.8090167045593262,0.0,-0.5877859592437744,0.8090164065361023,-1.989702411719918e-07,1.9357208598504008,1.0450836118940896,3.5794762052001534,0.2919655145006479
Icosphere,29,-0.9510578513145447,0.30901262164115906,0.0,-0.9510571360588074,0.3090152144432068,2.281522171188044e-07,1.9357195334350248,1.0450810254363598,3.5794741035231357,0.2919649633469139
Icosphere,30,0.5877856016159058,0.8090167045593262,0.0,0.5877859592437744,0.8090164065361023,1.8570555937458266e-07,1.9357206902789845,1.0450836082965036,3.579475837032188,0.2919655435257813
Icosphere,31,0.0,0.9999999403953552,0.0,0.0,1.0,-5.305871297878184e-09,1.935717893440394,1.0450806176161915,3.579470656287996,0.29196513059279194
Icosphere,32,0.6881893873214722,-0.49999693036079407,0.5257362127304077,0.6881893873214722,-0.49999886751174927,0.5257343053817749,1.9357190994978166,1.0450810922008849,3.5794731382638822,0.29196506073175077
Icosphere,33,-0.26286882162094116,-0.8090116381645203,0.5257376432418823,-0.2628689408302307,-0.8090130686759949,0.5257353186607361,1.9357169313088318,1.0450796103551003,3.579468867520796,0.2919649950968679
